booking_id,client_id,service_type,shoot_date,shoot_days,location_city,currency,gross_amount_ngn,discount_pct,net_amount_ngn,fx_converted,status,lead_source,vat_applied,notes,dq_flags
BK-02124,XT-00523,Event Coverage,2024-04-14,3,Kano,NGN,6799000.0,0.0,6799000.0,False,Completed,Google,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02125,XT-01495,Wedding Film,2024-04-14,1,Lagos,NGN,4660000.0,0.0,4660000.0,False,Invoiced,Instagram,False,"Client said ""make it cinematic, like Nolan""",No issues
BK-02126,XT-01484,Short Film,2024-04-14,1,Lagos,NGN,25558000.0,0.0,25558000.0,False,Cancelled,Google,True,"Client said ""make it cinematic, like Nolan""",status_inferred_cancelled_no_crew_days
BK-02127,XT-00657,Studio Rental,2024-04-15,1,Abuja,NGN,248000.0,0.1,223200.0,False,Completed,TikTok,True,location permit paid by client,No issues
BK-02128,XT-00200,Event Coverage,2024-04-16,2,Abuja,NGN,3798000.0,0.0,3798000.0,False,Unknown,Repeat Client,False,Not applicable,status_missing
BK-02129,XT-00478,Wedding Film,2024-04-16,1,Lagos,NGN,5328000.0,0.0,5328000.0,False,Completed,Walk-in,True,Not applicable,No issues
BK-02130,XT-01336,Commercial / TVC,2024-04-16,2,Lagos,NGN,34152000.0,0.0,34152000.0,False,Invoiced,Referral,False,drone denied by airport authority,No issues
BK-02131,XT-01331,Photoshoot,2024-04-17,1,Dubai,NGN,3360292.2,0.0,3360292.2,True,Completed,Unknown,False,Not applicable,shoot_days_counted_from_timesheets
BK-02132,XT-00196,Short Film,2024-04-18,1,Johannesburg,NGN,9532000.0,0.0,9532000.0,False,In Production,Repeat Client,False,RAW files delivered on 2 x 1TB SSD,No issues
BK-02133,XT-00306,Studio Rental,2024-04-18,2,Port Harcourt,NGN,1670000.0,0.0,1670000.0,False,Completed,Referral,True,drone denied by airport authority,No issues
BK-02134,XT-00929,Photoshoot,2024-04-18,1,Lagos,NGN,2229000.0,0.0,2229000.0,False,Completed,Referral,True,"half payment received, balance pending",location_city_taken_from_client
BK-02135,XT-01152,Studio Rental,2024-04-19,2,Lagos,NGN,676000.0,0.05,642200.0,False,Completed,Referral,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02136,XT-01712,Music Video,2024-04-20,2,Lagos,NGN,20953000.0,0.1,18857700.0,False,In Production,Walk-in,True,drone denied by airport authority,location_city_taken_from_client
BK-02137,XT-00645,Unknown,2024-04-21,2,Ibadan,NGN,27801000.0,0.15,23630850.0,False,Completed,Unknown,True,"Client said ""make it cinematic, like Nolan""",service_type_missing
BK-02138,XT-00177,Wedding Film,2024-04-22,2,Lagos,NGN,3195000.0,0.0,3195000.0,False,Completed,Referral,False,Not applicable,No issues
BK-02139,XT-00127,Corporate Documentary,2024-04-22,2,Accra,NGN,15583000.0,0.0,15583000.0,False,Completed,Agency Partner,False,Not applicable,No issues
BK-02140,XT-01486,Music Video,2024-04-22,1,London,NGN,8688944.12,0.0,8688944.12,True,Completed,Instagram,False,Not applicable,No issues
BK-02141,XT-01155,Studio Rental,2024-04-22,1,Nairobi,NGN,1036000.0,0.0,1036000.0,False,Completed,Agency Partner,True,Not applicable,No issues
BK-02142,XT-00216,Music Video,2024-04-23,1,Abuja,NGN,21105000.0,0.0,21105000.0,False,Completed,Repeat Client,True,Not applicable,No issues
BK-02143,XT-00987,Unknown,2024-04-23,1,Port Harcourt,NGN,2288000.0,0.0,2288000.0,False,Invoiced,Instagram,False,"half payment received, balance pending",service_type_missing
BK-02144,XT-01174,Music Video,2024-04-23,3,Port Harcourt,NGN,10265000.0,0.0,10265000.0,False,Postponed,Referral,False,location permit paid by client,No issues
BK-02145,XT-01886,Studio Rental,2024-04-24,2,Lagos,NGN,949000.0,0.0,949000.0,False,Completed,Repeat Client,True,Not applicable,No issues
BK-02146,XT-01221,Corporate Documentary,2024-04-24,1,Kano,NGN,4061000.0,0.0,4061000.0,False,Invoiced,TikTok,False,"half payment received, balance pending",No issues
BK-02147,XT-01765,Commercial / TVC,2024-04-25,1,Lagos,NGN,10041000.0,0.0,10041000.0,False,Completed,Google,True,drone denied by airport authority,No issues
BK-02148,XT-01280,Wedding Film,2024-04-25,1,Abuja,NGN,4541000.0,0.0,4541000.0,False,Completed,Instagram,True,"half payment received, balance pending",No issues
BK-02149,XT-00995,Event Coverage,2024-04-25,1,Lagos,NGN,891000.0,0.0,891000.0,False,Completed,Repeat Client,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02150,XT-01166,Wedding Film,2024-04-26,1,Lagos,NGN,4516000.0,0.0,4516000.0,False,Cancelled,Instagram,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02151,XT-00501,Short Film,2024-04-29,1,Lagos,NGN,4747000.0,0.0,4747000.0,False,Completed,Referral,False,"See contract, clause 4b - travel, per diem",No issues
BK-02152,XT-00420,Photoshoot,2024-04-29,4,Port Harcourt,NGN,4587000.0,0.0,4587000.0,False,Cancelled,Referral,False,Not applicable,No issues
BK-02153,XT-01218,Short Film,2024-04-30,1,Abuja,NGN,13999000.0,0.0,13999000.0,False,Completed,Instagram,True,Not applicable,No issues
BK-02154,XT-00565,Event Coverage,2024-04-30,1,Lagos,NGN,3540000.0,0.0,3540000.0,False,Completed,Repeat Client,True,"Client said ""make it cinematic, like Nolan""",location_city_taken_from_client
BK-02155,XT-01569,Music Video,2024-04-30,1,Port Harcourt,NGN,15737000.0,0.0,15737000.0,False,Completed,Unknown,False,Not applicable,location_city_taken_from_client
BK-02156,XT-00897,Corporate Documentary,2024-05-01,1,Port Harcourt,NGN,13996000.0,0.0,13996000.0,False,Completed,Walk-in,True,"See contract, clause 4b - travel, per diem",No issues
BK-02157,XT-01849,Studio Rental,2024-05-01,1,Lagos,NGN,341000.0,0.0,341000.0,False,In Production,Google,True,Not applicable,location_city_taken_from_client
BK-02158,XT-01764,Unknown,2024-05-02,1,Kano,NGN,6749000.0,0.0,6749000.0,False,Completed,Repeat Client,False,"See contract, clause 4b - travel, per diem",service_type_missing
BK-02159,XT-00885,Wedding Film,2024-05-02,1,Abuja,NGN,2432000.0,0.0,2432000.0,False,In Production,Agency Partner,True,Not applicable,No issues
BK-02160,XT-01367,Wedding Film,2024-05-02,1,Lagos,NGN,4852000.0,0.0,4852000.0,False,Completed,Repeat Client,False,RAW files delivered on 2 x 1TB SSD,No issues
BK-02161,XT-00435,Commercial / TVC,2024-05-02,1,Abuja,NGN,33740000.0,0.0,33740000.0,False,Completed,Google,True,Not applicable,No issues
BK-02162,XT-00495,Photoshoot,2024-05-03,1,Lagos,NGN,1681000.0,0.0,1681000.0,False,Cancelled,Unknown,True,"See contract, clause 4b - travel, per diem",No issues
BK-02163,XT-00926,Photoshoot,2024-05-03,4,London,NGN,7413077.46,0.0,7413077.46,True,Completed,Walk-in,True,Not applicable,No issues
BK-02164,XT-01392,Music Video,2024-05-04,1,Abuja,NGN,11704000.0,0.0,11704000.0,False,Postponed,Instagram,True,Not applicable,No issues
BK-02165,XT-01834,Commercial / TVC,2024-05-04,1,London,NGN,14092705.56,0.0,14092705.56,True,Completed,Referral,False,"half payment received, balance pending",fx_rate_carried_from_earlier_day
BK-02166,XT-00717,Unknown,2024-05-04,4,Lagos,NGN,6991000.0,0.0,6991000.0,False,Cancelled,TikTok,Unknown,Not applicable,"service_type_missing,vat_applied_conflicting_duplicates"
BK-02167,XT-01827,Photoshoot,2024-05-05,2,Lagos,NGN,2278000.0,0.0,2278000.0,False,Completed,Unknown,True,drone denied by airport authority,No issues
BK-02168,XT-00035,Wedding Film,2024-05-06,1,Lagos,NGN,2536000.0,0.0,2536000.0,False,Completed,Repeat Client,True,Not applicable,No issues
BK-02169,XT-01691,Unknown,2024-05-07,1,Lagos,NGN,5906000.0,0.0,5906000.0,False,Completed,Google,True,Not applicable,service_type_missing
BK-02170,XT-00836,Wedding Film,2024-05-08,1,Lagos,NGN,4026000.0,0.0,4026000.0,False,Postponed,Repeat Client,True,Not applicable,No issues
BK-02171,XT-00793,Wedding Film,2024-05-08,2,Abuja,NGN,10450000.0,0.0,10450000.0,False,Completed,Referral,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02172,XT-00405,Wedding Film,2024-05-09,1,Atlanta,NGN,8514491.34,0.05,8088766.77,True,Completed,TikTok,True,Not applicable,No issues
BK-02173,XT-01487,Photoshoot,2024-05-09,1,Ibadan,NGN,787000.0,0.1,708300.0,False,Completed,Unknown,True,Not applicable,location_city_taken_from_client
BK-02174,XT-00522,Corporate Documentary,2024-05-10,5,Abuja,NGN,10751000.0,0.0,10751000.0,False,Completed,Agency Partner,True,drone denied by airport authority,No issues
BK-02175,XT-01603,Photoshoot,2024-05-11,2,Lagos,NGN,950000.0,0.1,855000.0,False,Completed,Google,True,Not applicable,No issues
BK-02176,XT-01019,Event Coverage,2024-05-12,1,Lagos,NGN,4629000.0,0.0,4629000.0,False,Postponed,Instagram,True,Not applicable,No issues
BK-02177,XT-00487,Photoshoot,2024-05-12,1,London,NGN,2772030.25,0.0,2772030.25,True,Invoiced,Agency Partner,True,drone denied by airport authority,fx_rate_carried_from_earlier_day
BK-02178,XT-01524,Wedding Film,2024-05-12,1,Lagos,NGN,4453000.0,0.0,4453000.0,False,Completed,Referral,False,"See contract, clause 4b - travel, per diem",location_city_taken_from_client
BK-02179,XT-01276,Event Coverage,2024-05-12,1,Johannesburg,NGN,1690000.0,0.0,1690000.0,False,Completed,Repeat Client,True,"See contract, clause 4b - travel, per diem",No issues
BK-02180,XT-01680,Studio Rental,2024-05-13,1,Lagos,NGN,278000.0,0.05,264100.0,False,Completed,Instagram,False,RAW files delivered on 2 x 1TB SSD,No issues
BK-02181,XT-01715,Event Coverage,2024-05-13,2,Lagos,NGN,5387000.0,0.0,5387000.0,False,Completed,Google,True,location permit paid by client,No issues
BK-02182,XT-00722,Event Coverage,2024-05-13,1,Nairobi,NGN,3129000.0,0.0,3129000.0,False,Cancelled,Instagram,True,Not applicable,No issues
BK-02183,XT-00697,Wedding Film,2024-05-13,2,Lagos,NGN,9574000.0,0.0,9574000.0,False,Cancelled,Agency Partner,False,"See contract, clause 4b - travel, per diem",No issues
BK-02184,XT-00009,Wedding Film,2024-05-14,1,Lagos,NGN,5188000.0,0.0,5188000.0,False,Cancelled,TikTok,True,drone denied by airport authority,No issues
BK-02185,XT-00444,Unknown,2024-05-15,Unknown,Lagos,NGN,2481000.0,0.0,2481000.0,False,Cancelled,Instagram,True,client rescheduled once,"shoot_days_missing,service_type_missing"
BK-02186,XT-00719,Photoshoot,2024-05-15,1,Abuja,NGN,1180000.0,0.05,1121000.0,False,Completed,Agency Partner,True,"See contract, clause 4b - travel, per diem",No issues
BK-02187,XT-00182,Music Video,2024-05-16,2,Enugu,NGN,13675000.0,0.0,13675000.0,False,Completed,Walk-in,False,RAW files delivered on 2 x 1TB SSD,No issues
BK-02188,XT-00890,Wedding Film,2024-05-17,1,Lagos,NGN,7264000.0,0.0,7264000.0,False,In Production,Walk-in,True,"See contract, clause 4b - travel, per diem",No issues
BK-02189,XT-00837,Corporate Documentary,2024-05-17,2,London,NGN,17398588.8,0.0,17398588.8,True,Completed,TikTok,False,Not applicable,No issues
BK-02190,XT-00005,Unknown,2024-05-17,1,Abuja,NGN,12523000.0,0.0,12523000.0,False,In Production,Referral,False,Not applicable,service_type_missing
BK-02191,XT-01296,Music Video,2024-05-17,1,Port Harcourt,NGN,17207000.0,0.0,17207000.0,False,Completed,Instagram,True,"Client said ""make it cinematic, like Nolan""",shoot_days_counted_from_timesheets
BK-02192,XT-00542,Unknown,2024-05-18,3,Johannesburg,NGN,1022000.0,0.0,1022000.0,False,Completed,Unknown,True,"Client said ""make it cinematic, like Nolan""",service_type_missing
BK-02193,XT-00577,Short Film,2024-05-18,4,London,NGN,35281968.0,0.0,35281968.0,True,Completed,Unknown,True,Not applicable,fx_rate_carried_from_earlier_day
BK-02194,XT-00873,Commercial / TVC,2024-05-18,1,Lagos,NGN,43763000.0,0.15,37198550.0,False,Cancelled,Instagram,True,"half payment received, balance pending",No issues
BK-02195,XT-00381,Wedding Film,2024-05-19,2,Lagos,NGN,5456000.0,0.0,5456000.0,False,In Production,Instagram,True,RAW files delivered on 2 x 1TB SSD,currency_inferred_from_client_other_bookings
BK-02196,XT-00042,Photoshoot,2024-05-19,2,Abuja,NGN,2041000.0,0.0,2041000.0,False,Completed,Referral,True,client rescheduled once,No issues
BK-02197,XT-00424,Music Video,2024-05-19,1,Nairobi,NGN,3023000.0,0.0,3023000.0,False,Completed,Google,True,Not applicable,No issues
BK-02198,XT-01363,Studio Rental,2024-05-20,3,Abuja,NGN,2108000.0,0.0,2108000.0,False,Unknown,Referral,True,Not applicable,status_missing
BK-02199,XT-00865,Corporate Documentary,2024-05-20,2,Abuja,NGN,13090000.0,0.05,12435500.0,False,Cancelled,Agency Partner,True,location permit paid by client,No issues
BK-02200,XT-01900,Photoshoot,2024-05-20,1,Lagos,NGN,964000.0,0.0,964000.0,False,Cancelled,Referral,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02201,XT-01741,Wedding Film,2024-05-20,3,Lagos,NGN,7789000.0,0.0,7789000.0,False,Completed,Repeat Client,True,"See contract, clause 4b - travel, per diem",No issues
BK-02202,XT-00175,Event Coverage,2024-05-21,1,Lagos,NGN,4060000.0,0.0,4060000.0,False,Completed,Google,True,"Client said ""make it cinematic, like Nolan""",No issues
BK-02203,XT-01513,Corporate Documentary,2024-05-22,1,London,NGN,21682504.85,0.0,21682504.85,True,Completed,Unknown,True,Not applicable,shoot_days_counted_from_timesheets
BK-02204,XT-01703,Photoshoot,2024-05-22,1,Johannesburg,NGN,2122000.0,0.0,2122000.0,False,Completed,Walk-in,False,location permit paid by client,No issues
BK-02205,XT-01453,Music Video,2024-05-22,1,Johannesburg,NGN,12487000.0,0.0,12487000.0,False,Completed,Instagram,True,"See contract, clause 4b - travel, per diem",location_city_taken_from_client
BK-02206,XT-00569,Unknown,2024-05-22,1,Lagos,NGN,4546000.0,0.0,4546000.0,False,Invoiced,Agency Partner,False,Not applicable,service_type_missing
BK-02207,XT-00699,Event Coverage,2024-05-22,1,Lagos,NGN,3363000.0,0.1,3026700.0,False,Completed,Referral,True,Not applicable,No issues
BK-02208,XT-00115,Event Coverage,2024-05-23,1,Abuja,NGN,2023000.0,0.15,1719550.0,False,Invoiced,Agency Partner,True,"half payment received, balance pending",No issues
BK-02209,XT-01266,Wedding Film,2024-05-23,1,Lagos,NGN,5315000.0,0.0,5315000.0,False,Cancelled,Referral,False,Not applicable,No issues
BK-02210,XT-00335,Photoshoot,2024-05-24,1,Lagos,NGN,3296000.0,0.0,3296000.0,False,Completed,Referral,True,Not applicable,No issues
BK-02211,XT-00194,Wedding Film,2024-05-24,1,Lagos,NGN,5676000.0,0.0,5676000.0,False,Invoiced,Unknown,True,drone denied by airport authority,No issues
BK-02212,XT-00594,Photoshoot,2024-05-24,3,Lagos,NGN,1702000.0,0.0,1702000.0,False,Completed,Repeat Client,False,"See contract, clause 4b - travel, per diem",No issues
BK-02213,XT-00563,Wedding Film,2024-05-24,1,Enugu,NGN,3973000.0,0.15,3377050.0,False,Completed,Agency Partner,True,location permit paid by client,No issues
BK-02214,XT-00690,Wedding Film,2024-05-24,1,Abuja,NGN,6188000.0,0.0,6188000.0,False,In Production,Agency Partner,True,client rescheduled once,No issues
BK-02215,XT-01390,Music Video,2024-05-25,4,Lagos,NGN,23700000.0,0.0,23700000.0,False,Invoiced,Unknown,True,"See contract, clause 4b - travel, per diem",No issues
BK-02216,XT-00587,Commercial / TVC,2024-05-25,1,Lagos,NGN,24662000.0,0.0,24662000.0,False,Invoiced,Unknown,False,Not applicable,No issues
BK-02217,XT-01150,Unknown,2024-05-25,2,Lagos,NGN,1898000.0,0.0,1898000.0,False,Completed,Google,False,"Overtime: crew stayed till 2am, billed separately",service_type_missing
BK-02218,XT-00150,Event Coverage,2024-05-25,4,Lagos,NGN,10182000.0,0.0,10182000.0,False,Completed,Repeat Client,True,"half payment received, balance pending",No issues
BK-02219,XT-00962,Wedding Film,2024-05-26,1,Enugu,NGN,4762000.0,0.0,4762000.0,False,Postponed,Unknown,True,location permit paid by client,No issues
BK-02220,XT-00768,Music Video,2024-05-26,4,Ibadan,NGN,36247000.0,0.05,34434650.0,False,In Production,Repeat Client,True,drone denied by airport authority,No issues
BK-02221,XT-00856,Photoshoot,2024-05-26,2,Abuja,NGN,1383000.0,0.05,1313850.0,False,Completed,Unknown,False,Not applicable,currency_inferred_from_client_other_bookings
BK-02222,XT-01116,Photoshoot,2024-05-27,1,Abuja,NGN,3075000.0,0.0,3075000.0,False,In Production,Agency Partner,False,"Client said ""make it cinematic, like Nolan""",No issues
BK-02223,XT-00221,Wedding Film,2024-05-27,1,Nairobi,NGN,6946000.0,0.0,6946000.0,False,Completed,Unknown,True,Not applicable,No issues
BK-02224,XT-00234,Studio Rental,2024-05-29,2,Abuja,NGN,987000.0,0.05,937650.0,False,Completed,Walk-in,True,drone denied by airport authority,No issues
BK-02225,XT-00600,Photoshoot,2024-05-29,2,Atlanta,NGN,3402342.72,0.0,3402342.72,True,Completed,Unknown,False,Not applicable,No issues
BK-02226,XT-01404,Studio Rental,2024-05-29,1,Lagos,NGN,680000.0,0.0,680000.0,False,Completed,Agency Partner,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02227,XT-00946,Short Film,2024-05-30,2,Lagos,NGN,30637000.0,0.0,30637000.0,False,Invoiced,Walk-in,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02228,XT-01033,Wedding Film,2024-05-31,1,Abuja,NGN,5553000.0,0.0,5553000.0,False,Invoiced,Instagram,True,"See contract, clause 4b - travel, per diem",No issues
BK-02229,XT-00235,Corporate Documentary,2024-05-31,1,Abuja,NGN,11982000.0,0.0,11982000.0,False,Completed,TikTok,False,Not applicable,No issues
BK-02230,XT-00024,Wedding Film,2024-06-01,1,Atlanta,NGN,4411566.0,0.0,4411566.0,True,Completed,Repeat Client,True,location permit paid by client,fx_rate_carried_from_earlier_day
BK-02231,XT-01636,Music Video,2024-06-01,2,Port Harcourt,NGN,18901000.0,0.0,18901000.0,False,Completed,Walk-in,False,Not applicable,No issues
BK-02232,XT-01522,Studio Rental,2024-06-01,1,Accra,NGN,732000.0,0.0,732000.0,False,Invoiced,Google,True,"Client said ""make it cinematic, like Nolan""",shoot_days_counted_from_timesheets
BK-02233,XT-01687,Music Video,2024-06-01,1,London,NGN,14832720.0,0.0,14832720.0,True,Cancelled,Walk-in,True,location permit paid by client,fx_rate_carried_from_earlier_day
BK-02234,XT-00487,Wedding Film,2024-06-02,2,London,NGN,13900377.6,0.1,12510339.84,True,Completed,Unknown,True,"Client said ""make it cinematic, like Nolan""","shoot_days_counted_from_timesheets,fx_rate_carried_from_earlier_day"
BK-02235,XT-00544,Event Coverage,2024-06-03,1,Ibadan,NGN,2926000.0,0.0,2926000.0,False,Unknown,Repeat Client,True,client rescheduled once,status_missing
BK-02236,XT-00119,Studio Rental,2024-06-05,1,Ibadan,NGN,828000.0,0.0,828000.0,False,Invoiced,Referral,True,Not applicable,location_city_taken_from_client
BK-02237,XT-00929,Event Coverage,2024-06-05,1,Lagos,NGN,2478000.0,0.0,2478000.0,False,Completed,Instagram,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02238,XT-01836,Unknown,2024-06-05,1,Lagos,NGN,6097000.0,0.0,6097000.0,False,Completed,Repeat Client,False,client rescheduled once,service_type_missing
BK-02239,XT-00435,Wedding Film,2024-06-06,1,Abuja,NGN,6692000.0,0.15,5688200.0,False,Completed,Repeat Client,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02240,XT-01324,Corporate Documentary,2024-06-06,2,London,NGN,27235693.37,0.0,27235693.37,True,Completed,Google,True,Not applicable,No issues
BK-02241,XT-01024,Short Film,2024-06-06,2,Atlanta,NGN,58004920.68,0.0,58004920.68,True,Completed,Referral,True,"See contract, clause 4b - travel, per diem",No issues
BK-02242,XT-00856,Wedding Film,2024-06-07,1,Abuja,NGN,6556000.0,0.0,6556000.0,False,In Production,Unknown,True,location permit paid by client,No issues
BK-02243,XT-00987,Commercial / TVC,2024-06-08,1,Port Harcourt,NGN,24116000.0,0.0,24116000.0,False,Postponed,Agency Partner,True,RAW files delivered on 2 x 1TB SSD,No issues
BK-02244,XT-00252,Short Film,2024-06-08,2,Dubai,NGN,40867252.3,0.1,36780527.07,True,Cancelled,Google,True,Not applicable,fx_rate_carried_from_earlier_day
BK-02245,XT-01487,Commercial / TVC,2024-06-08,1,Ibadan,NGN,48910000.0,0.0,48910000.0,False,Completed,Walk-in,True,drone denied by airport authority,No issues
BK-02246,XT-01592,Photoshoot,2024-06-09,1,Lagos,NGN,1008000.0,0.0,1008000.0,False,Completed,Repeat Client,True,Not applicable,No issues
BK-02247,XT-01780,Commercial / TVC,2024-06-09,1,Lagos,NGN,10479000.0,0.0,10479000.0,False,Completed,TikTok,True,Not applicable,No issues
BK-02248,XT-01234,Music Video,2024-06-09,1,Enugu,NGN,17020000.0,0.0,17020000.0,False,Completed,Instagram,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02249,XT-01405,Commercial / TVC,2024-06-10,3,Lagos,NGN,14587000.0,0.0,14587000.0,False,Invoiced,Unknown,True,Not applicable,No issues
BK-02250,XT-01702,Event Coverage,2024-06-11,3,Lagos,NGN,1742000.0,0.0,1742000.0,False,Completed,Unknown,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02251,XT-01713,Wedding Film,2024-06-11,1,Ibadan,NGN,4030000.0,0.1,3627000.0,False,Completed,Repeat Client,True,"half payment received, balance pending",No issues
BK-02252,XT-01533,Event Coverage,2024-06-13,1,Enugu,NGN,4498000.0,0.0,4498000.0,False,Completed,Google,False,Not applicable,No issues
BK-02253,XT-00515,Photoshoot,2024-06-13,1,Port Harcourt,NGN,2829000.0,0.15,2404650.0,False,Completed,Google,False,"half payment received, balance pending",No issues
BK-02254,XT-00616,Music Video,2024-06-13,1,Enugu,NGN,13208000.0,0.0,13208000.0,False,Completed,TikTok,True,drone denied by airport authority,No issues
BK-02255,XT-01408,Studio Rental,2024-06-14,1,Accra,NGN,1167000.0,0.0,1167000.0,False,Completed,Instagram,True,client rescheduled once,No issues
BK-02256,XT-00625,Photoshoot,2024-06-14,2,Lagos,NGN,2297000.0,0.0,2297000.0,False,Completed,Repeat Client,True,client rescheduled once,No issues
BK-02257,XT-00892,Photoshoot,2024-06-14,1,Lagos,NGN,2497000.0,0.0,2497000.0,False,Completed,Agency Partner,True,"See contract, clause 4b - travel, per diem",No issues
BK-02258,XT-01119,Corporate Documentary,2024-06-15,5,Lagos,NGN,15478000.0,0.0,15478000.0,False,Postponed,Repeat Client,True,drone denied by airport authority,No issues
BK-02259,XT-00988,Wedding Film,2024-06-15,1,Accra,NGN,5330000.0,0.0,5330000.0,False,Completed,Google,True,"Client said ""make it cinematic, like Nolan""",No issues
BK-02260,XT-01733,Corporate Documentary,2024-06-15,1,London,NGN,14297077.2,0.0,14297077.2,True,Completed,Agency Partner,True,client rescheduled once,fx_rate_carried_from_earlier_day
BK-02261,XT-01069,Music Video,2024-06-16,1,Accra,NGN,10570000.0,0.0,10570000.0,False,Completed,Referral,True,drone denied by airport authority,No issues
BK-02262,XT-01176,Short Film,2024-06-16,3,Port Harcourt,NGN,41596000.0,0.0,41596000.0,False,Cancelled,Agency Partner,False,"half payment received, balance pending",status_inferred_cancelled_no_crew_days
BK-02263,XT-01257,Photoshoot,2024-06-16,1,Port Harcourt,NGN,913000.0,0.0,913000.0,False,Completed,TikTok,True,"Client said ""make it cinematic, like Nolan""",No issues
BK-02264,XT-01647,Commercial / TVC,2024-06-17,1,Atlanta,NGN,67842876.61,0.0,67842876.61,True,Completed,Google,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02265,XT-00555,Photoshoot,2024-06-17,1,Port Harcourt,NGN,3279000.0,0.0,3279000.0,False,Completed,Walk-in,False,"See contract, clause 4b - travel, per diem",No issues
BK-02266,XT-01723,Wedding Film,2024-06-17,1,Lagos,NGN,4014000.0,0.0,4014000.0,False,Completed,Referral,False,Not applicable,No issues
BK-02267,XT-00225,Corporate Documentary,2024-06-18,1,Lagos,NGN,9750000.0,0.0,9750000.0,False,Completed,Referral,True,Not applicable,No issues
BK-02268,XT-00205,Event Coverage,2024-06-20,1,Lagos,NGN,3040000.0,0.0,3040000.0,False,Completed,Referral,True,client rescheduled once,No issues
BK-02269,XT-00186,Wedding Film,2024-06-20,1,Abuja,NGN,7367000.0,0.0,7367000.0,False,Completed,Repeat Client,True,Not applicable,No issues
BK-02270,XT-01470,Music Video,2024-06-21,1,Lagos,NGN,13072000.0,0.0,13072000.0,False,Completed,Walk-in,True,drone denied by airport authority,No issues
BK-02271,XT-01773,Unknown,2024-06-21,1,Abuja,NGN,1735000.0,0.05,1648250.0,False,Completed,TikTok,True,Not applicable,service_type_missing
BK-02272,XT-00102,Photoshoot,2024-06-21,2,Johannesburg,NGN,1220000.0,0.15,1037000.0,False,Completed,Walk-in,False,Not applicable,No issues
BK-02273,XT-00093,Wedding Film,2024-06-22,1,London,NGN,9894379.46,0.0,9894379.46,True,Postponed,TikTok,False,drone denied by airport authority,"shoot_days_counted_from_timesheets,fx_rate_carried_from_earlier_day"
BK-02274,XT-00877,Short Film,2024-06-22,2,Kano,NGN,18221000.0,0.0,18221000.0,False,Postponed,Google,True,client rescheduled once,No issues
BK-02275,XT-00033,Photoshoot,2024-06-22,1,Johannesburg,NGN,939000.0,0.05,892050.0,False,Cancelled,Instagram,False,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02276,XT-01804,Corporate Documentary,2024-06-22,1,Lagos,NGN,15234000.0,0.0,15234000.0,False,Completed,Google,True,drone denied by airport authority,No issues
BK-02277,XT-00778,Event Coverage,2024-06-22,1,Abuja,NGN,5319000.0,0.0,5319000.0,False,Completed,Agency Partner,False,Not applicable,shoot_days_counted_from_timesheets
BK-02278,XT-01229,Event Coverage,2024-06-22,1,Abuja,NGN,1287000.0,0.0,1287000.0,False,Completed,Referral,True,client rescheduled once,No issues
BK-02279,XT-01107,Studio Rental,2024-06-23,1,Abuja,NGN,294000.0,0.0,294000.0,False,Completed,Referral,True,Not applicable,location_city_taken_from_client
BK-02280,XT-00712,Studio Rental,2024-06-23,1,Lagos,NGN,440000.0,0.0,440000.0,False,Completed,TikTok,True,"half payment received, balance pending",No issues
BK-02281,XT-00152,Event Coverage,2024-06-23,2,Lagos,NGN,3000000.0,0.0,3000000.0,False,Completed,Agency Partner,True,"half payment received, balance pending",No issues
BK-02282,XT-00631,Studio Rental,2024-06-23,4,London,NGN,3135137.68,0.0,3135137.68,True,Postponed,Agency Partner,False,"Overtime: crew stayed till 2am, billed separately",fx_rate_carried_from_earlier_day
BK-02283,XT-01644,Music Video,2024-06-24,4,Lagos,NGN,40210000.0,0.0,40210000.0,False,Completed,Referral,True,client rescheduled once,No issues
BK-02284,XT-01209,Wedding Film,2024-06-24,2,Lagos,NGN,3863000.0,0.0,3863000.0,False,Cancelled,TikTok,True,"Overtime: crew stayed till 2am, billed separately",No issues
BK-02285,XT-01430,Photoshoot,2024-06-24,2,Lagos,NGN,1883000.0,0.0,1883000.0,False,Completed,TikTok,True,"Overtime: crew stayed till 2am, billed separately",location_city_taken_from_client
BK-02286,XT-00200,Wedding Film,2024-06-24,5,Abuja,NGN,5921000.0,0.0,5921000.0,False,Completed,Unknown,True,Not applicable,No issues
BK-02287,XT-01264,Wedding Film,2024-06-25,2,Lagos,NGN,6824000.0,0.0,6824000.0,False,Completed,Repeat Client,True,"See contract, clause 4b - travel, per diem",No issues
