booking_id,client_id,service_type,shoot_date,shoot_days,location_city,currency,gross_amount_ngn,discount_pct,net_amount_ngn,fx_converted,status,lead_source,notes,dq_flags
BK-01170,XT-01627,Event Coverage,2023-04-14,2,Lagos,NGN,3525000.0,0.0,3525000.0,False,Completed,Instagram,client rescheduled once,No issues
BK-01171,XT-01526,Commercial / TVC,2023-04-15,3,Enugu,NGN,77369000.0,0.0,77369000.0,False,Invoiced,Unknown,Not applicable,No issues
BK-01172,XT-00954,Studio Rental,2023-04-15,5,Accra,NGN,3031000.0,0.0,3031000.0,False,Completed,Repeat Client,client rescheduled once,No issues
BK-01173,XT-00832,Music Video,2023-04-15,1,Abuja,NGN,10818000.0,0.0,10818000.0,False,Completed,Google,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01174,XT-00989,Music Video,2023-04-17,1,Lagos,NGN,3447000.0,0.1,3102300.0,False,Completed,TikTok,location permit paid by client,location_city_taken_from_client
BK-01175,XT-01767,Photoshoot,2023-04-17,1,Enugu,NGN,913000.0,0.0,913000.0,False,Completed,TikTok,client rescheduled once,location_city_taken_from_client
BK-01176,XT-01336,Unknown,2023-04-17,2,Lagos,NGN,11275000.0,0.0,11275000.0,False,Completed,Google,Not applicable,service_type_missing
BK-01177,XT-01883,Event Coverage,2023-04-17,1,Enugu,NGN,2232000.0,0.0,2232000.0,False,Completed,TikTok,RAW files delivered on 2 x 1TB SSD,No issues
BK-01178,XT-01028,Event Coverage,2023-04-19,1,Dubai,NGN,806186.22,0.0,806186.22,True,Completed,Agency Partner,Not applicable,No issues
BK-01179,XT-00098,Wedding Film,2023-04-19,3,Abuja,NGN,9802000.0,0.0,9802000.0,False,Completed,Repeat Client,"Client said ""make it cinematic, like Nolan""",No issues
BK-01180,XT-00188,Event Coverage,2023-04-19,1,Enugu,NGN,1800000.0,0.0,1800000.0,False,Completed,Instagram,"half payment received, balance pending",shoot_days_counted_from_timesheets
BK-01181,XT-01183,Unknown,2023-04-20,1,Lagos,NGN,2750000.0,0.0,2750000.0,False,Completed,Google,Not applicable,service_type_missing
BK-01182,XT-01097,Music Video,2023-04-20,1,Lagos,NGN,15070000.0,0.0,15070000.0,False,Cancelled,Google,"See contract, clause 4b - travel, per diem",location_city_taken_from_client
BK-01183,XT-01330,Wedding Film,2023-04-21,2,Lagos,NGN,4042000.0,0.0,4042000.0,False,Completed,Unknown,Not applicable,shoot_days_counted_from_timesheets
BK-01184,XT-01602,Wedding Film,2023-04-21,1,Abuja,NGN,2574000.0,0.0,2574000.0,False,Cancelled,Google,location permit paid by client,No issues
BK-01185,XT-01381,Short Film,2023-04-21,1,Lagos,NGN,21414000.0,0.0,21414000.0,False,Completed,TikTok,location permit paid by client,location_city_taken_from_client
BK-01186,XT-00513,Music Video,2023-04-21,1,Lagos,NGN,4366000.0,0.0,4366000.0,False,Completed,Unknown,"Client said ""make it cinematic, like Nolan""",No issues
BK-01187,XT-00700,Photoshoot,2023-04-22,1,Accra,NGN,1466000.0,0.0,1466000.0,False,Postponed,TikTok,drone denied by airport authority,No issues
BK-01188,XT-00134,Event Coverage,2023-04-22,3,Accra,NGN,4163000.0,0.0,4163000.0,False,Completed,Referral,client rescheduled once,shoot_days_counted_from_timesheets
BK-01189,XT-00846,Photoshoot,2023-04-22,1,Lagos,NGN,840000.0,0.0,840000.0,False,Completed,Agency Partner,client rescheduled once,No issues
BK-01190,XT-00364,Short Film,2023-04-23,1,London,NGN,2351447.98,0.0,2351447.98,True,In Production,Repeat Client,"Overtime: crew stayed till 2am, billed separately",fx_rate_carried_from_earlier_day
BK-01191,XT-00206,Wedding Film,2023-04-23,4,Johannesburg,NGN,6674000.0,0.0,6674000.0,False,Completed,Unknown,drone denied by airport authority,No issues
BK-01192,XT-01002,Wedding Film,2023-04-23,2,Abuja,NGN,6317000.0,0.0,6317000.0,False,Postponed,Walk-in,Not applicable,No issues
BK-01193,XT-00913,Unknown,2023-04-23,1,Lagos,NGN,11622000.0,0.0,11622000.0,False,Completed,Unknown,location permit paid by client,service_type_missing
BK-01194,XT-01206,Wedding Film,2023-04-24,1,Kano,NGN,3040000.0,0.0,3040000.0,False,Postponed,Walk-in,Not applicable,No issues
BK-01195,XT-01878,Studio Rental,2023-04-24,1,Johannesburg,NGN,284000.0,0.0,284000.0,False,Postponed,Referral,Not applicable,No issues
BK-01196,XT-00331,Photoshoot,2023-04-25,1,Lagos,NGN,3142000.0,0.0,3142000.0,False,Postponed,Google,"half payment received, balance pending",No issues
BK-01197,XT-01875,Music Video,2023-04-25,1,Lagos,NGN,6923000.0,0.0,6923000.0,False,Completed,Repeat Client,location permit paid by client,No issues
BK-01198,XT-01570,Wedding Film,2023-04-26,1,Johannesburg,NGN,2255000.0,0.0,2255000.0,False,Completed,Repeat Client,Not applicable,No issues
BK-01199,XT-01541,Event Coverage,2023-04-26,1,Abuja,NGN,3154000.0,0.0,3154000.0,False,Completed,Referral,Not applicable,location_city_taken_from_client
BK-01200,XT-00396,Corporate Documentary,2023-04-26,1,Lagos,NGN,9311000.0,0.0,9311000.0,False,Completed,TikTok,"Client said ""make it cinematic, like Nolan""",No issues
BK-01201,XT-00628,Event Coverage,2023-04-26,2,Kano,NGN,4836000.0,0.0,4836000.0,False,Cancelled,Walk-in,Not applicable,No issues
BK-01202,XT-00744,Corporate Documentary,2023-04-27,1,Lagos,NGN,13038000.0,0.0,13038000.0,False,Cancelled,Instagram,Not applicable,No issues
BK-01203,XT-01520,Music Video,2023-04-28,2,Accra,NGN,11149000.0,0.05,10591550.0,False,Completed,Agency Partner,"half payment received, balance pending",No issues
BK-01204,XT-01028,Photoshoot,2023-04-28,2,Dubai,NGN,1170144.89,0.0,1170144.89,True,Completed,Referral,Not applicable,No issues
BK-01205,XT-01123,Music Video,2023-04-28,1,Lagos,NGN,3848000.0,0.0,3848000.0,False,Completed,Instagram,Not applicable,No issues
BK-01206,XT-00838,Event Coverage,2023-04-28,1,Lagos,NGN,2772000.0,0.1,2494800.0,False,In Production,Instagram,RAW files delivered on 2 x 1TB SSD,No issues
BK-01207,XT-01107,Event Coverage,2023-04-29,2,Abuja,NGN,1640000.0,0.0,1640000.0,False,In Production,Agency Partner,location permit paid by client,No issues
BK-01208,XT-00029,Event Coverage,2023-04-29,1,Lagos,NGN,4693000.0,0.0,4693000.0,False,Completed,Walk-in,RAW files delivered on 2 x 1TB SSD,No issues
BK-01209,XT-00644,Studio Rental,2023-04-29,1,Johannesburg,NGN,462000.0,0.0,462000.0,False,Postponed,Agency Partner,RAW files delivered on 2 x 1TB SSD,No issues
BK-01210,XT-00921,Music Video,2023-04-29,1,Lagos,NGN,17969000.0,0.05,17070550.0,False,Completed,Walk-in,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01211,XT-00258,Wedding Film,2023-04-29,1,Accra,NGN,6223000.0,0.0,6223000.0,False,In Production,Walk-in,location permit paid by client,No issues
BK-01212,XT-00601,Music Video,2023-04-29,1,London,NGN,4200121.86,0.0,4200121.86,True,Invoiced,Google,"Overtime: crew stayed till 2am, billed separately","location_city_taken_from_client,fx_rate_carried_from_earlier_day"
BK-01213,XT-00399,Event Coverage,2023-04-30,1,Abuja,NGN,4677000.0,0.0,4677000.0,False,Completed,Google,"See contract, clause 4b - travel, per diem",No issues
BK-01214,XT-01076,Music Video,2023-04-30,1,Abuja,NGN,8237000.0,0.0,8237000.0,False,Completed,Unknown,drone denied by airport authority,No issues
BK-01215,XT-00506,Studio Rental,2023-04-30,1,Abuja,NGN,416000.0,0.0,416000.0,False,Completed,Repeat Client,Not applicable,No issues
BK-01216,XT-01748,Commercial / TVC,2023-04-30,1,Lagos,NGN,32813000.0,0.0,32813000.0,False,Completed,Referral,"See contract, clause 4b - travel, per diem",location_city_taken_from_client
BK-01217,XT-00378,Wedding Film,2023-05-01,1,Abuja,NGN,2826000.0,0.1,2543400.0,False,Completed,Unknown,Not applicable,No issues
BK-01218,XT-00598,Corporate Documentary,2023-05-01,1,Dubai,NGN,3748619.22,0.0,3748619.22,True,Completed,Referral,drone denied by airport authority,No issues
BK-01219,XT-01040,Event Coverage,2023-05-02,1,Lagos,NGN,3088000.0,0.0,3088000.0,False,Completed,TikTok,"half payment received, balance pending",No issues
BK-01220,XT-01410,Photoshoot,2023-05-02,1,Dubai,NGN,644858.93,0.0,644858.93,True,In Production,Walk-in,"See contract, clause 4b - travel, per diem","location_city_taken_from_client,fx_rate_carried_from_earlier_day"
BK-01221,XT-00970,Music Video,2023-05-03,2,Abuja,NGN,11512000.0,0.15,9785200.0,False,Completed,Walk-in,client rescheduled once,location_city_taken_from_client
BK-01222,XT-00455,Studio Rental,2023-05-04,1,Kano,NGN,1070000.0,0.0,1070000.0,False,Postponed,Unknown,Not applicable,No issues
BK-01223,XT-00892,Music Video,2023-05-04,1,Lagos,NGN,8346000.0,0.0,8346000.0,False,Completed,Agency Partner,Not applicable,No issues
BK-01224,XT-00500,Music Video,2023-05-04,2,Johannesburg,NGN,14614000.0,0.0,14614000.0,False,Invoiced,Referral,Not applicable,shoot_days_counted_from_timesheets
BK-01225,XT-00642,Wedding Film,2023-05-05,1,London,NGN,1458684.38,0.0,1458684.38,True,Completed,Instagram,client rescheduled once,No issues
BK-01226,XT-00676,Event Coverage,2023-05-05,1,Enugu,NGN,1229000.0,0.0,1229000.0,False,In Production,Unknown,drone denied by airport authority,No issues
BK-01227,XT-01071,Studio Rental,2023-05-05,1,Ibadan,NGN,1267000.0,0.0,1267000.0,False,Completed,Repeat Client,Not applicable,No issues
BK-01228,XT-01580,Photoshoot,2023-05-06,1,Enugu,NGN,2725000.0,0.0,2725000.0,False,Postponed,TikTok,RAW files delivered on 2 x 1TB SSD,No issues
BK-01229,XT-00030,Studio Rental,2023-05-06,2,Abuja,NGN,771000.0,0.0,771000.0,False,Completed,Google,client rescheduled once,No issues
BK-01230,XT-00343,Corporate Documentary,2023-05-06,1,Lagos,NGN,9660000.0,0.0,9660000.0,False,Completed,Unknown,Not applicable,shoot_days_counted_from_timesheets
BK-01231,XT-01164,Commercial / TVC,2023-05-07,1,London,NGN,15474738.64,0.0,15474738.64,True,Postponed,Agency Partner,drone denied by airport authority,fx_rate_carried_from_earlier_day
BK-01232,XT-00334,Event Coverage,2023-05-08,1,Lagos,NGN,889000.0,0.0,889000.0,False,Completed,Agency Partner,Not applicable,No issues
BK-01233,XT-00088,Music Video,2023-05-10,1,Atlanta,NGN,5568281.07,0.0,5568281.07,True,Completed,Referral,RAW files delivered on 2 x 1TB SSD,fx_rate_carried_from_earlier_day
BK-01234,XT-00781,Music Video,2023-05-10,1,Abuja,NGN,6669000.0,0.0,6669000.0,False,Completed,Google,"Client said ""make it cinematic, like Nolan""",No issues
BK-01235,XT-00410,Music Video,2023-05-10,1,Lagos,NGN,12092000.0,0.0,12092000.0,False,Invoiced,Agency Partner,location permit paid by client,No issues
BK-01236,XT-01334,Corporate Documentary,2023-05-10,2,Lagos,NGN,14177000.0,0.0,14177000.0,False,Completed,Referral,location permit paid by client,No issues
BK-01237,XT-01323,Wedding Film,2023-05-11,1,Abuja,NGN,2303000.0,0.0,2303000.0,False,In Production,Agency Partner,"See contract, clause 4b - travel, per diem",No issues
BK-01238,XT-00088,Photoshoot,2023-05-13,2,Atlanta,NGN,1703860.73,0.0,1703860.73,True,Postponed,Agency Partner,Not applicable,fx_rate_carried_from_earlier_day
BK-01239,XT-00413,Wedding Film,2023-05-13,3,Lagos,NGN,10744000.0,0.05,10206800.0,False,Completed,Google,"Client said ""make it cinematic, like Nolan""",No issues
BK-01240,XT-01550,Photoshoot,2023-05-13,2,Atlanta,NGN,607670.61,0.0,607670.61,True,Completed,Unknown,client rescheduled once,"shoot_days_counted_from_timesheets,fx_rate_carried_from_earlier_day"
BK-01241,XT-00781,Studio Rental,2023-05-14,1,Abuja,NGN,1149000.0,0.0,1149000.0,False,Completed,Google,Not applicable,No issues
BK-01242,XT-00037,Music Video,2023-05-15,2,Port Harcourt,NGN,16864000.0,0.0,16864000.0,False,In Production,Instagram,Not applicable,No issues
BK-01243,XT-01678,Photoshoot,2023-05-16,1,London,NGN,1140720.0,0.1,1026648.0,True,Completed,Repeat Client,Not applicable,No issues
BK-01244,XT-00683,Music Video,2023-05-16,1,Enugu,NGN,14407000.0,0.0,14407000.0,False,Completed,Google,RAW files delivered on 2 x 1TB SSD,No issues
BK-01245,XT-00925,Commercial / TVC,2023-05-17,1,Lagos,NGN,11144000.0,0.05,10586800.0,False,Completed,Repeat Client,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01246,XT-00336,Photoshoot,2023-05-18,2,Enugu,NGN,952000.0,0.0,952000.0,False,Completed,Unknown,Not applicable,No issues
BK-01247,XT-01897,Music Video,2023-05-18,1,Lagos,NGN,9831000.0,0.05,9339450.0,False,In Production,Instagram,RAW files delivered on 2 x 1TB SSD,No issues
BK-01248,XT-01109,Music Video,2023-05-18,1,Abuja,NGN,13950000.0,0.0,13950000.0,False,Completed,Repeat Client,location permit paid by client,No issues
BK-01249,XT-01047,Event Coverage,2023-05-18,1,Lagos,NGN,3206000.0,0.0,3206000.0,False,Postponed,Agency Partner,Not applicable,No issues
BK-01250,XT-01483,Commercial / TVC,2023-05-19,1,Lagos,NGN,33300000.0,0.0,33300000.0,False,In Production,Referral,drone denied by airport authority,No issues
BK-01251,XT-01196,Music Video,2023-05-19,1,Port Harcourt,NGN,18083000.0,0.0,18083000.0,False,Cancelled,Referral,Not applicable,No issues
BK-01252,XT-01813,Studio Rental,2023-05-20,1,Lagos,NGN,1300000.0,0.0,1300000.0,False,Completed,TikTok,Not applicable,No issues
BK-01253,XT-01584,Photoshoot,2023-05-20,1,London,NGN,526288.0,0.0,526288.0,True,Unknown,Walk-in,"Overtime: crew stayed till 2am, billed separately","fx_rate_carried_from_earlier_day,status_missing"
BK-01254,XT-01690,Music Video,2023-05-20,1,London,NGN,5065522.0,0.0,5065522.0,True,Completed,TikTok,"half payment received, balance pending",fx_rate_carried_from_earlier_day
BK-01255,XT-00129,Wedding Film,2023-05-20,2,Nairobi,NGN,4017000.0,0.0,4017000.0,False,Completed,Instagram,Not applicable,No issues
BK-01256,XT-00839,Photoshoot,2023-05-21,Unknown,Lagos,NGN,1275000.0,0.0,1275000.0,False,Cancelled,Walk-in,"Client said ""make it cinematic, like Nolan""",shoot_days_missing
BK-01257,XT-00765,Wedding Film,2023-05-21,1,Lagos,NGN,4503000.0,0.0,4503000.0,False,Completed,Instagram,Not applicable,No issues
BK-01258,XT-01224,Photoshoot,2023-05-21,2,Ibadan,NGN,2364000.0,0.1,2127600.0,False,Completed,Repeat Client,Not applicable,No issues
BK-01259,XT-00809,Photoshoot,2023-05-21,1,Accra,NGN,1341000.0,0.0,1341000.0,False,Completed,Walk-in,location permit paid by client,No issues
BK-01260,XT-01398,Studio Rental,2023-05-23,1,Lagos,NGN,810000.0,0.0,810000.0,False,In Production,Unknown,"half payment received, balance pending",No issues
BK-01261,XT-00365,Corporate Documentary,2023-05-23,1,Atlanta,NGN,2448613.06,0.0,2448613.06,True,Invoiced,Agency Partner,drone denied by airport authority,No issues
BK-01262,XT-01208,Photoshoot,2023-05-23,1,Abuja,NGN,1911000.0,0.05,1815450.0,False,Completed,Instagram,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01263,XT-00896,Commercial / TVC,2023-05-24,1,London,NGN,14718711.12,0.0,14718711.12,True,Completed,TikTok,RAW files delivered on 2 x 1TB SSD,No issues
BK-01264,XT-01810,Short Film,2023-05-24,1,Johannesburg,NGN,8878000.0,0.0,8878000.0,False,Completed,Agency Partner,Not applicable,No issues
BK-01265,XT-01195,Wedding Film,2023-05-24,1,Lagos,NGN,4844000.0,0.0,4844000.0,False,Completed,Unknown,Not applicable,No issues
BK-01266,XT-00798,Photoshoot,2023-05-25,5,Port Harcourt,NGN,4469000.0,0.0,4469000.0,False,Completed,TikTok,Not applicable,No issues
BK-01267,XT-01194,Music Video,2023-05-25,1,Nairobi,NGN,9621000.0,0.0,9621000.0,False,Completed,Instagram,Not applicable,No issues
BK-01268,XT-01833,Wedding Film,2023-05-25,2,London,NGN,3192367.2,0.0,3192367.2,True,Postponed,TikTok,Not applicable,No issues
BK-01269,XT-00147,Wedding Film,2023-05-27,1,Kano,NGN,4579000.0,0.0,4579000.0,False,Completed,Walk-in,"Client said ""make it cinematic, like Nolan""",No issues
BK-01270,XT-01610,Photoshoot,2023-05-28,1,Ibadan,NGN,938000.0,0.0,938000.0,False,Completed,TikTok,Not applicable,No issues
BK-01271,XT-00023,Studio Rental,2023-05-28,1,Johannesburg,NGN,1477000.0,0.0,1477000.0,False,Completed,Instagram,"Client said ""make it cinematic, like Nolan""",No issues
BK-01272,XT-01588,Studio Rental,2023-05-28,2,Abuja,NGN,242000.0,0.0,242000.0,False,Completed,TikTok,"Client said ""make it cinematic, like Nolan""",No issues
BK-01273,XT-00726,Unknown,2023-05-28,1,Abuja,NGN,8841000.0,0.0,8841000.0,False,Completed,Agency Partner,drone denied by airport authority,service_type_missing
BK-01274,XT-00928,Unknown,2023-05-28,1,Ibadan,NGN,5099000.0,0.0,5099000.0,False,In Production,Agency Partner,"See contract, clause 4b - travel, per diem",service_type_missing
BK-01275,XT-00343,Commercial / TVC,2023-05-28,1,Lagos,NGN,26543000.0,0.0,26543000.0,False,Invoiced,Referral,Not applicable,No issues
BK-01276,XT-01849,Music Video,2023-05-30,1,Lagos,NGN,12712000.0,0.0,12712000.0,False,Completed,Referral,location permit paid by client,No issues
BK-01277,XT-00932,Music Video,2023-05-30,2,Abuja,NGN,17288000.0,0.0,17288000.0,False,Completed,Google,Not applicable,No issues
BK-01278,XT-01097,Studio Rental,2023-05-30,1,Lagos,NGN,344000.0,0.0,344000.0,False,Invoiced,Google,"Client said ""make it cinematic, like Nolan""",No issues
BK-01279,XT-00875,Studio Rental,2023-05-31,2,London,NGN,209254.4,0.0,209254.4,True,Completed,Google,"half payment received, balance pending",No issues
BK-01280,XT-01698,Event Coverage,2023-05-31,1,Enugu,NGN,4098000.0,0.0,4098000.0,False,In Production,Agency Partner,Not applicable,No issues
BK-01281,XT-00468,Music Video,2023-05-31,2,Port Harcourt,NGN,21502000.0,0.0,21502000.0,False,Completed,Walk-in,Not applicable,No issues
BK-01282,XT-00284,Commercial / TVC,2023-06-02,2,Accra,NGN,24866000.0,0.0,24866000.0,False,Completed,Referral,"Client said ""make it cinematic, like Nolan""",No issues
BK-01283,XT-00632,Photoshoot,2023-06-02,1,Johannesburg,NGN,2549000.0,0.0,2549000.0,False,Cancelled,Referral,Not applicable,No issues
BK-01284,XT-00751,Photoshoot,2023-06-04,1,Lagos,NGN,3197000.0,0.0,3197000.0,False,Completed,Google,Not applicable,No issues
BK-01285,XT-00439,Wedding Film,2023-06-04,1,Dubai,NGN,2633044.32,0.0,2633044.32,True,Completed,Google,Not applicable,fx_rate_carried_from_earlier_day
BK-01286,XT-01152,Photoshoot,2023-06-04,2,Lagos,NGN,1030000.0,0.05,978500.0,False,Unknown,Google,"See contract, clause 4b - travel, per diem","location_city_taken_from_client,status_missing"
BK-01287,XT-00288,Music Video,2023-06-04,1,Abuja,NGN,9694000.0,0.0,9694000.0,False,Unknown,Agency Partner,location permit paid by client,status_missing
BK-01288,XT-01790,Event Coverage,2023-06-04,1,Lagos,NGN,977000.0,0.0,977000.0,False,Completed,TikTok,Not applicable,No issues
BK-01289,XT-00459,Wedding Film,2023-06-04,4,Johannesburg,NGN,13873000.0,0.0,13873000.0,False,In Production,Unknown,"Client said ""make it cinematic, like Nolan""",No issues
BK-01290,XT-01810,Music Video,2023-06-05,5,Johannesburg,NGN,38842000.0,0.0,38842000.0,False,Completed,TikTok,drone denied by airport authority,shoot_days_counted_from_timesheets
BK-01291,XT-00039,Studio Rental,2023-06-06,4,Enugu,NGN,1010000.0,0.05,959500.0,False,Postponed,Google,"Client said ""make it cinematic, like Nolan""",No issues
BK-01292,XT-00399,Photoshoot,2023-06-06,4,Abuja,NGN,2739000.0,0.0,2739000.0,False,Completed,Unknown,Not applicable,No issues
BK-01293,XT-01386,Commercial / TVC,2023-06-06,2,Lagos,NGN,21507000.0,0.0,21507000.0,False,Completed,Agency Partner,Not applicable,No issues
BK-01294,XT-00990,Short Film,2023-06-07,2,Lagos,NGN,11535000.0,0.0,11535000.0,False,Cancelled,Unknown,Not applicable,No issues
BK-01295,XT-01850,Photoshoot,2023-06-07,2,Lagos,NGN,2898000.0,0.0,2898000.0,False,In Production,Unknown,Not applicable,No issues
BK-01296,XT-01122,Corporate Documentary,2023-06-07,1,Port Harcourt,NGN,10187000.0,0.0,10187000.0,False,Completed,Repeat Client,"Client said ""make it cinematic, like Nolan""",No issues
BK-01297,XT-01734,Corporate Documentary,2023-06-09,3,Lagos,NGN,9323000.0,0.0,9323000.0,False,Completed,Repeat Client,location permit paid by client,No issues
BK-01298,XT-00853,Wedding Film,2023-06-09,4,London,NGN,3189628.2,0.0,3189628.2,True,In Production,Unknown,drone denied by airport authority,No issues
BK-01299,XT-01495,Corporate Documentary,2023-06-09,1,Lagos,NGN,8495000.0,0.0,8495000.0,False,Cancelled,Google,location permit paid by client,No issues
BK-01300,XT-00666,Music Video,2023-06-10,1,Enugu,NGN,15962000.0,0.0,15962000.0,False,Cancelled,Unknown,client rescheduled once,No issues
BK-01301,XT-01850,Wedding Film,2023-06-10,2,Lagos,NGN,5283000.0,0.0,5283000.0,False,Completed,Walk-in,drone denied by airport authority,No issues
BK-01302,XT-00629,Wedding Film,2023-06-10,2,Kano,NGN,7312000.0,0.05,6946400.0,False,In Production,Instagram,Not applicable,No issues
BK-01303,XT-01434,Commercial / TVC,2023-06-10,2,Kano,NGN,11151000.0,0.0,11151000.0,False,Completed,TikTok,"half payment received, balance pending",No issues
BK-01304,XT-00882,Studio Rental,2023-06-10,4,Abuja,NGN,2340000.0,0.0,2340000.0,False,Completed,Repeat Client,Not applicable,No issues
BK-01305,XT-01048,Photoshoot,2023-06-10,1,Dubai,NGN,413710.2,0.0,413710.2,True,Completed,Google,"See contract, clause 4b - travel, per diem",fx_rate_carried_from_earlier_day
BK-01306,XT-00038,Wedding Film,2023-06-11,2,Lagos,NGN,4045000.0,0.0,4045000.0,False,Completed,TikTok,Not applicable,No issues
BK-01307,XT-01574,Photoshoot,2023-06-11,1,Atlanta,NGN,1127210.4,0.1,1014489.36,True,Completed,Walk-in,Not applicable,fx_rate_carried_from_earlier_day
BK-01308,XT-01883,Wedding Film,2023-06-11,3,Enugu,NGN,9241000.0,0.0,9241000.0,False,Completed,Google,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01309,XT-01564,Commercial / TVC,2023-06-11,1,Abuja,NGN,45184000.0,0.0,45184000.0,False,Completed,Walk-in,client rescheduled once,No issues
BK-01310,XT-01152,Music Video,2023-06-12,4,Lagos,NGN,32789000.0,0.0,32789000.0,False,In Production,Unknown,"See contract, clause 4b - travel, per diem",shoot_days_counted_from_timesheets
BK-01311,XT-01169,Unknown,2023-06-12,1,Enugu,NGN,1774000.0,0.0,1774000.0,False,Completed,Referral,RAW files delivered on 2 x 1TB SSD,service_type_missing
BK-01312,XT-01717,Photoshoot,2023-06-13,Unknown,Lagos,NGN,2868000.0,0.0,2868000.0,False,Cancelled,Unknown,drone denied by airport authority,shoot_days_missing
BK-01313,XT-00149,Event Coverage,2023-06-13,1,Enugu,NGN,3676000.0,0.0,3676000.0,False,Completed,Walk-in,client rescheduled once,No issues
BK-01314,XT-00958,Event Coverage,2023-06-13,1,Lagos,NGN,4160000.0,0.0,4160000.0,False,Completed,Unknown,Not applicable,No issues
BK-01315,XT-01877,Event Coverage,2023-06-15,1,Johannesburg,NGN,1504000.0,0.1,1353600.0,False,Completed,Unknown,Not applicable,No issues
BK-01316,XT-00570,Commercial / TVC,2023-06-15,1,Atlanta,NGN,20756592.0,0.0,20756592.0,True,Completed,Google,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01317,XT-01272,Unknown,2023-06-15,1,Port Harcourt,NGN,5028000.0,0.0,5028000.0,False,In Production,Repeat Client,"See contract, clause 4b - travel, per diem",service_type_missing
BK-01318,XT-00672,Unknown,2023-06-16,3,Nairobi,NGN,890000.0,0.0,890000.0,False,Completed,Agency Partner,client rescheduled once,service_type_missing
BK-01319,XT-01331,Wedding Film,2023-06-16,1,Dubai,NGN,1712838.6,0.0,1712838.6,True,Completed,Agency Partner,client rescheduled once,No issues
BK-01320,XT-01050,Wedding Film,2023-06-17,1,Lagos,NGN,4693000.0,0.0,4693000.0,False,Invoiced,Agency Partner,Not applicable,location_city_taken_from_client
BK-01321,XT-00411,Event Coverage,2023-06-17,2,Johannesburg,NGN,5279000.0,0.1,4751100.0,False,Completed,Google,Not applicable,No issues
BK-01322,XT-01854,Commercial / TVC,2023-06-17,2,Lagos,NGN,26274000.0,0.05,24960300.0,False,Completed,Instagram,Not applicable,No issues
BK-01323,XT-01895,Music Video,2023-06-17,1,Lagos,NGN,6962000.0,0.0,6962000.0,False,Cancelled,TikTok,Not applicable,status_inferred_cancelled_no_crew_days
BK-01324,XT-00754,Wedding Film,2023-06-17,1,Johannesburg,NGN,5152000.0,0.0,5152000.0,False,Completed,Repeat Client,drone denied by airport authority,No issues
BK-01325,XT-00092,Wedding Film,2023-06-17,1,London,NGN,1505842.08,0.0,1505842.08,True,Completed,Agency Partner,Not applicable,fx_rate_carried_from_earlier_day
BK-01326,XT-00410,Photoshoot,2023-06-18,1,Lagos,NGN,1451000.0,0.0,1451000.0,False,Completed,Unknown,Not applicable,No issues
BK-01327,XT-00029,Wedding Film,2023-06-18,1,Lagos,NGN,3453000.0,0.0,3453000.0,False,Invoiced,TikTok,RAW files delivered on 2 x 1TB SSD,No issues
BK-01328,XT-01842,Wedding Film,2023-06-18,1,Lagos,NGN,1967000.0,0.0,1967000.0,False,Completed,TikTok,RAW files delivered on 2 x 1TB SSD,shoot_days_counted_from_timesheets
BK-01329,XT-01620,Music Video,2023-06-18,1,Lagos,NGN,11631000.0,0.0,11631000.0,False,Unknown,Instagram,location permit paid by client,"currency_inferred_from_client_other_bookings,status_missing"
BK-01330,XT-01718,Wedding Film,2023-06-19,2,Abuja,NGN,6235000.0,0.0,6235000.0,False,Completed,Repeat Client,client rescheduled once,No issues
BK-01331,XT-00987,Photoshoot,2023-06-19,1,Port Harcourt,NGN,842000.0,0.0,842000.0,False,Completed,Agency Partner,Not applicable,No issues
BK-01332,XT-01631,Wedding Film,2023-06-19,1,Accra,NGN,4800000.0,0.0,4800000.0,False,Completed,Repeat Client,"Overtime: crew stayed till 2am, billed separately",No issues
BK-01333,XT-01202,Unknown,2023-06-20,1,Kano,NGN,4312000.0,0.0,4312000.0,False,Completed,Walk-in,Not applicable,service_type_missing
BK-01334,XT-01522,Corporate Documentary,2023-06-20,1,Accra,NGN,10553000.0,0.0,10553000.0,False,Completed,Google,Not applicable,No issues
BK-01335,XT-00926,Wedding Film,2023-06-21,1,London,NGN,3022852.4,0.15,2569424.54,True,Completed,Google,client rescheduled once,No issues
BK-01336,XT-00179,Wedding Film,2023-06-21,1,Abuja,NGN,4773000.0,0.0,4773000.0,False,Completed,Unknown,"half payment received, balance pending",No issues
BK-01337,XT-00229,Wedding Film,2023-06-21,1,Port Harcourt,NGN,3969000.0,0.0,3969000.0,False,Completed,Unknown,"See contract, clause 4b - travel, per diem",shoot_days_counted_from_timesheets
BK-01338,XT-01609,Short Film,2023-06-22,1,Lagos,NGN,14274000.0,0.0,14274000.0,False,Completed,Agency Partner,client rescheduled once,No issues
BK-01339,XT-00437,Corporate Documentary,2023-06-22,3,Johannesburg,NGN,9026000.0,0.0,9026000.0,False,Unknown,TikTok,drone denied by airport authority,status_missing
