session_id	session_start_utc	session_date_lagos	visitor_id	source	channel	medium	campaign	gclid	device	country	landing_page	page_views	duration_seconds	user_agent	is_new_visitor	converted	transaction_id	revenue_ngn	is_bot	is_spam
S000162317	2025-02-27T07:03:33Z	2025-02-27	u020767	(direct)	Direct	social	lagos_nights_launch	Not applicable	Desktop	Kenya	/weddings	15	725	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162318	2025-02-27T07:05:57Z	2025-02-27	u066126	vimeo	Referral / Other	social	blackfriday24	Not applicable	Tablet	Nigeria	/	9	222	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162319	2025-02-27T17:05:44Z	2025-02-27	u033653	instagram	Instagram	organic	blackfriday24	Not applicable	Mobile	South Africa	/	6	225	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162320	2025-02-27T14:14:20Z	2025-02-27	u015622	fb	Facebook / Meta	organic	showreel_push	Not applicable	Tablet	Nigeria	/rates	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162321	2025-02-27T07:48:01Z	2025-02-27	u045218	youtube	YouTube	paid	wedding_season_23	Cj0KCQ9072012045	Tablet	Nigeria	/booking	3	76	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162322	2025-02-27T08:39:21Z	2025-02-27	u020123	ig	Instagram	referral	Not applicable	Not applicable	Desktop	Nigeria	/shop/harmattan-drop	6	550	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162323	2025-02-27T10:00:16Z	2025-02-27	u022386	x.com	Referral / Other	paid	harmattan_drop	Cj0KCQ2708218225	Mobile	Nigeria	/rates	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162324	2025-02-27T12:56:55Z	2025-02-27	u003483	referral	Referral / Other	social	brand_always_on	Not applicable	Desktop	Nigeria	/about	3	117	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162325	2025-02-27T06:53:16Z	2025-02-27	u061579	instagram	Instagram	social	retarget_q4	Not applicable	Mobile	United Kingdom	/portfolio	15	1291	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162326	2025-02-27T05:33:57Z	2025-02-27	u027451	newsletter	Email	social	black_friday	Not applicable	Mobile	Nigeria	/weddings	40	0	python-requests/2.31.0	True	False	Not applicable	0.0	True	False
S000162327	2025-02-27T19:58:45Z	2025-02-27	u072004	facebook	Facebook / Meta	none	black_friday	Not applicable	Tablet	South Africa	/contact	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162328	2025-02-27T12:14:26Z	2025-02-27	u002633	twitter	Referral / Other	paid	harmattan_drop	Cj0KCQ1321555333	Tablet	Nigeria	/booking	1	52	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162329	2025-02-27T16:16:36Z	2025-02-27	u039585	tik tok	TikTok	paid	Not applicable	Cj0KCQ9401502539	Tablet	United Kingdom	/	3	92	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162330	2025-02-27T18:45:17Z	2025-02-27	u009375	google	Google	none	blackfriday24	Not applicable	Mobile	Nigeria	/booking	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162331	2025-02-27T16:52:43Z	2025-02-27	u061854	fb	Facebook / Meta	none	blackfriday24	Not applicable	Mobile	Nigeria	/shop	2	140	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162332	2025-02-27T19:14:13Z	2025-02-27	u059923	instagram	Instagram	none	retarget_q4	Not applicable	Mobile	Nigeria	/portfolio	1	64	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162333	2025-02-27T16:55:15Z	2025-02-27	u049677	(direct)	Direct	social	Not applicable	Not applicable	Tablet	Nigeria	/	4	250	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162334	2025-02-27T10:34:19Z	2025-02-27	u088948	fb	Facebook / Meta	paid	harmattan_drop	Cj0KCQ2381509286	Mobile	Nigeria	/shop	4	104	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162335	2025-02-27T11:31:40Z	2025-02-27	u033382	email	Email	paid	Not applicable	Cj0KCQ5217206553	Tablet	Nigeria	/shop	15	820	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162336	2025-02-27T17:37:08Z	2025-02-27	u022476	google	Google	paid	retarget_q4	Cj0KCQ3317117992	Mobile	Nigeria	/	2	168	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162337	2025-02-27T15:00:12Z	2025-02-27	u083468	tik tok	TikTok	paid	retarget_q4	Cj0KCQ8134344808	Desktop	Nigeria	/commercial	2	188	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162338	2025-02-27T17:37:26Z	2025-02-27	u077425	facebook	Facebook / Meta	paid	brand_always_on	Cj0KCQ9496634613	Desktop	Kenya	/shop	2	179	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162339	2025-02-27T14:08:05Z	2025-02-27	u063294	behance	Referral / Other	email	Not applicable	Not applicable	Mobile	United States	/contact	1	22	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162340	2025-02-27T14:25:47Z	2025-02-27	u043669	twitter	Referral / Other	paid	retarget_q4	Cj0KCQ1259268993	Desktop	Nigeria	/rates	15	1273	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162341	2025-02-27T15:27:29Z	2025-02-27	u048628	linkedin	Referral / Other	none	brand_always_on	Not applicable	Mobile	Nigeria	/portfolio	9	174	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162342	2025-02-27T20:15:28Z	2025-02-27	u081886	x.com	Referral / Other	referral	black_friday	Not applicable	Desktop	Ghana	/about	1	40	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162343	2025-02-27T19:10:16Z	2025-02-27	u027941	google	Google	social	lagos_nights_launch	Not applicable	Mobile	Unknown	/shop	4	60	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162344	2025-02-27T06:43:23Z	2025-02-27	u024815	instagram	Instagram	paid	showreel_push	Cj0KCQ4068126468	Mobile	Ghana	/portfolio	1	0	curl/8.1.2	True	False	Not applicable	0.0	True	False
S000162345	2025-02-27T15:44:25Z	2025-02-27	u073253	x.com	Referral / Other	referral	blackfriday24	Not applicable	Mobile	Nigeria	/shop	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162346	2025-02-27T21:58:11Z	2025-02-27	u009006	email	Email	social	wedding_season_23	Not applicable	Tablet	Ghana	/rates	2	135	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162347	2025-02-27T18:17:59Z	2025-02-27	u014489	facebook	Facebook / Meta	organic	wedding_season_24	Not applicable	Desktop	United Kingdom	/portfolio	3	213	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162348	2025-02-27T18:46:31Z	2025-02-27	u083923	email	Email	paid	blackfriday24	Cj0KCQ6025104288	Tablet	Nigeria	/	2	94	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162349	2025-02-27T17:19:12Z	2025-02-27	u084886	facebook	Facebook / Meta	paid	showreel_push	Cj0KCQ5088697388	Mobile	United States	/shop/harmattan-drop	40	0	curl/8.1.2	True	False	Not applicable	0.0	True	False
S000162350	2025-02-27T17:29:00Z	2025-02-27	u073297	ig	Instagram	social	harmattan_drop	Not applicable	Mobile	Nigeria	/rates	1	49	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162351	2025-02-26T23:52:29Z	2025-02-27	u028358	youtube	YouTube	social	wedding_season_23	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	4	62	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162352	2025-02-27T21:49:47Z	2025-02-27	u059466	yt	YouTube	none	retarget_q4	Not applicable	Desktop	Nigeria	/weddings	1	52	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162353	2025-02-27T22:54:40Z	2025-02-27	u005706	instagram	Instagram	referral	blackfriday24	Not applicable	Mobile	Nigeria	/	2	56	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162354	2025-02-27T06:44:00Z	2025-02-27	u005240	meta	Facebook / Meta	none	harmattan_drop	Not applicable	Desktop	Nigeria	/shop	40	0	curl/8.1.2	False	False	Not applicable	0.0	True	False
S000162355	2025-02-27T21:10:51Z	2025-02-27	u025050	tiktok	TikTok	referral	brand_always_on	Not applicable	Desktop	Nigeria	/contact	6	94	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162356	2025-02-27T17:35:15Z	2025-02-27	u029211	tiktok	TikTok	social	Not applicable	Not applicable	Mobile	Nigeria	/shop	3	67	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162357	2025-02-27T10:36:00Z	2025-02-27	u068749	referral	Referral / Other	none	retarget_q4	Not applicable	Mobile	United Kingdom	/portfolio	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162358	2025-02-27T11:08:14Z	2025-02-27	u086177	instagram	Instagram	paid	lagos_nights_launch	Cj0KCQ9958898824	Tablet	Nigeria	/shop/harmattan-drop	9	662	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162359	2025-02-27T05:01:33Z	2025-02-27	u046096	direct	Direct	none	blackfriday24	Not applicable	Desktop	Nigeria	/commercial	1	60	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162360	2025-02-27T20:11:26Z	2025-02-27	u063356	instagram	Instagram	referral	wedding_season_23	Not applicable	Tablet	Nigeria	/weddings	9	275	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162361	2025-02-27T17:41:06Z	2025-02-27	u043783	fb	Facebook / Meta	paid	Not applicable	Cj0KCQ7451302174	Desktop	United Kingdom	/shop/harmattan-drop	1	62	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162362	2025-02-27T10:55:58Z	2025-02-27	u056810	behance	Referral / Other	none	lagos_nights_launch	Not applicable	Mobile	Nigeria	/portfolio	6	286	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162363	2025-02-27T16:21:50Z	2025-02-27	u041788	newsletter	Email	social	brand_always_on	Not applicable	Mobile	Nigeria	/shop	1	48	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162364	2025-02-27T13:05:03Z	2025-02-27	u082792	x.com	Referral / Other	social	harmattan_drop	Not applicable	Mobile	Nigeria	/blog/5-tips-for-your-wedding-film	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162365	2025-02-27T18:03:03Z	2025-02-27	u000502	tiktok	TikTok	referral	harmattan_drop	Not applicable	Mobile	Nigeria	/rates	2	47	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162366	2025-02-27T15:42:11Z	2025-02-27	u024243	tik tok	TikTok	social	black_friday	Not applicable	Desktop	Nigeria	/weddings	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162367	2025-02-27T17:39:47Z	2025-02-27	u000037	meta	Facebook / Meta	social	harmattan_drop	Not applicable	Desktop	Nigeria	/portfolio	1	79	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162368	2025-02-27T18:36:06Z	2025-02-27	u021080	direct	Direct	social	blackfriday24	Not applicable	Tablet	Unknown	/shop	2	177	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162369	2025-02-27T17:17:14Z	2025-02-27	u077043	newsletter	Email	none	Not applicable	Not applicable	Mobile	Kenya	/rates	2	103	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162370	2025-02-27T06:07:29Z	2025-02-27	u069562	referral	Referral / Other	social	Not applicable	Not applicable	Tablet	Nigeria	/portfolio	1	52	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162371	2025-02-27T17:47:26Z	2025-02-27	u068840	referral	Referral / Other	organic	retarget_q4	Not applicable	Mobile	United Kingdom	/about	9	287	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162372	2025-02-27T14:21:53Z	2025-02-27	u081267	(direct)	Direct	social	Not applicable	Not applicable	Tablet	Nigeria	/portfolio	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162373	2025-02-27T11:18:02Z	2025-02-27	u006086	newsletter	Email	email	lagos_nights_launch	Not applicable	Desktop	Nigeria	/booking	1	52	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162374	2025-02-27T09:24:45Z	2025-02-27	u089915	facebook	Facebook / Meta	social	lagos_nights_launch	Not applicable	Mobile	Nigeria	/weddings	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162375	2025-02-27T18:08:13Z	2025-02-27	u069482	linkedin	Referral / Other	paid	lagos_nights_launch	Cj0KCQ7264986521	Mobile	Kenya	/	3	63	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162376	2025-02-27T20:38:56Z	2025-02-27	u068910	direct	Direct	paid	retarget_q4	Cj0KCQ4623403474	Tablet	Nigeria	/about	1	80	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	True	ORD503504	57200.0	False	False
S000162377	2025-02-27T12:14:41Z	2025-02-27	u070086	behance	Referral / Other	social	brand_always_on	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	1	79	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162378	2025-02-27T19:21:07Z	2025-02-27	u048961	behance	Referral / Other	social	harmattan_drop	Not applicable	Mobile	Nigeria	/portfolio	1	19	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162379	2025-02-27T06:29:48Z	2025-02-27	u074574	fb	Facebook / Meta	organic	Not applicable	Not applicable	Desktop	Nigeria	/portfolio	3	132	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162380	2025-02-27T13:44:04Z	2025-02-27	u046786	email	Email	paid	wedding_season_24	Cj0KCQ6464942361	Tablet	Ghana	/	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	True	ORD527262	34100.0	False	False
S000162381	2025-02-27T18:51:50Z	2025-02-27	u072979	linkedin	Referral / Other	paid	harmattan_drop	Cj0KCQ5040295791	Mobile	Ghana	/about	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162382	2025-02-27T21:29:48Z	2025-02-27	u074683	fb	Facebook / Meta	paid	blackfriday24	Cj0KCQ1817892960	Desktop	Nigeria	/	3	134	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162383	2025-02-27T11:26:52Z	2025-02-27	u036485	email	Email	social	black_friday	Not applicable	Mobile	Nigeria	/	2	31	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	False	False	Not applicable	0.0	False	False
S000162384	2025-02-27T02:46:46Z	2025-02-27	u045731	youtube	YouTube	organic	retarget_q4	Not applicable	Desktop	Nigeria	/shop	1	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162385	2025-02-27T11:45:33Z	2025-02-27	u018915	google.com	Google	none	black_friday	Not applicable	Mobile	Ghana	/shop	2	62	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162386	2025-02-27T14:00:15Z	2025-02-27	u053596	vimeo	Referral / Other	social	harmattan_drop	Not applicable	Tablet	Nigeria	/	2	53	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162387	2025-02-28T19:41:59Z	2025-02-28	u059745	google	Google	social	Not applicable	Not applicable	Tablet	Nigeria	/shop/harmattan-drop	3	56	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162388	2025-02-28T07:30:02Z	2025-02-28	u015500	x.com	Referral / Other	none	harmattan_drop	Not applicable	Tablet	Canada	/portfolio	3	115	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162389	2025-02-28T08:18:10Z	2025-02-28	u054922	vimeo	Referral / Other	paid	wedding_season_23	Cj0KCQ9858755884	Desktop	Nigeria	/	3	154	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162390	2025-02-28T13:27:15Z	2025-02-28	u051179	email	Email	paid	lagos_nights_launch	Cj0KCQ9001679862	Mobile	Kenya	/portfolio	3	222	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162391	2025-02-28T15:09:26Z	2025-02-28	u034088	google	Google	email	black_friday	Not applicable	Tablet	Nigeria	/portfolio	2	113	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162392	2025-02-28T18:38:42Z	2025-02-28	u049030	behance	Referral / Other	none	blackfriday24	Not applicable	Mobile	Nigeria	/shop	6	202	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162393	2025-02-28T13:39:48Z	2025-02-28	u088090	meta	Facebook / Meta	none	wedding_season_23	Not applicable	Tablet	Kenya	/shop	40	0	Mozilla/5.0 (compatible; bingbot/2.0)	True	False	Not applicable	0.0	True	False
S000162394	2025-02-28T17:52:50Z	2025-02-28	u009504	fb	Facebook / Meta	paid	harmattan_drop	Cj0KCQ8659180355	Mobile	Nigeria	/contact	2	183	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162395	2025-02-28T21:10:30Z	2025-02-28	u028148	direct	Direct	social	brand_always_on	Not applicable	Mobile	Nigeria	/shop	2	140	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162396	2025-02-28T00:16:27Z	2025-02-28	u011104	google	Google	paid	harmattan_drop	Cj0KCQ1744517182	Mobile	United Kingdom	/portfolio	3	56	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162397	2025-02-28T18:17:15Z	2025-02-28	u053746	google	Google	social	harmattan_drop	Not applicable	Tablet	United States	/portfolio	2	51	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162398	2025-02-28T07:29:37Z	2025-02-28	u029939	twitter	Referral / Other	paid	blackfriday24	Cj0KCQ4864049538	Mobile	Nigeria	/shop	3	259	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162399	2025-02-28T17:09:31Z	2025-02-28	u026740	email	Email	referral	Not applicable	Not applicable	Mobile	Nigeria	/contact	15	1034	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162400	2025-02-28T11:25:46Z	2025-02-28	u023428	instagram	Instagram	email	retarget_q4	Not applicable	Mobile	Nigeria	/	3	216	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162401	2025-02-28T12:43:15Z	2025-02-28	u047062	behance	Referral / Other	paid	lagos_nights_launch	Cj0KCQ5343625876	Mobile	Ghana	/commercial	1	25	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162402	2025-02-28T13:00:47Z	2025-02-28	u060486	newsletter	Email	social	wedding_season_24	Not applicable	Mobile	Nigeria	/weddings	1	0	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162403	2025-02-28T06:38:00Z	2025-02-28	u031782	yt	YouTube	social	retarget_q4	Not applicable	Mobile	Nigeria	/	1	33	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	False	False	Not applicable	0.0	False	False
S000162404	2025-02-28T12:43:28Z	2025-02-28	u056701	instagram	Instagram	paid	retarget_q4	Cj0KCQ4659227186	Tablet	Nigeria	/portfolio	2	178	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162405	2025-02-28T13:36:07Z	2025-02-28	u020561	direct	Direct	email	wedding_season_24	Not applicable	Mobile	Nigeria	/	2	38	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162406	2025-02-28T09:18:38Z	2025-02-28	u074134	youtube	YouTube	email	lagos_nights_launch	Not applicable	Mobile	Nigeria	/commercial	3	107	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	True	False	Not applicable	0.0	False	False
S000162407	2025-02-28T22:33:04Z	2025-02-28	u078683	google	Google	paid	blackfriday24	Cj0KCQ7870157733	Mobile	Nigeria	/shop	3	178	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15	False	False	Not applicable	0.0	False	False
S000162408	2025-02-28T16:27:46Z	2025-02-28	u069520	google.com	Google	email	lagos_nights_launch	Not applicable	Mobile	Nigeria	/shop/harmattan-drop	2	71	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	False	False	Not applicable	0.0	False	False
S000162409	2025-02-28T19:47:29Z	2025-02-28	u086247	tik tok	TikTok	paid	harmattan_drop	Cj0KCQ1110313414	Tablet	Nigeria	/portfolio	1	0	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162410	2025-02-28T14:51:40Z	2025-02-28	u045523	tik tok	TikTok	paid	showreel_push	Cj0KCQ5868669711	Tablet	Ghana	/contact	6	316	Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15	True	False	Not applicable	0.0	False	False
S000162411	2025-02-28T16:15:18Z	2025-02-28	u070462	instagram	Instagram	none	retarget_q4	Not applicable	Desktop	Nigeria	/shop/harmattan-drop	9	670	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162412	2025-02-28T21:25:09Z	2025-02-28	u002513	facebook	Facebook / Meta	none	blackfriday24	Not applicable	Mobile	Kenya	/rates	1	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/121.0.0.0 Safari/537.36	True	False	Not applicable	0.0	False	False
S000162413	2025-02-28T10:59:44Z	2025-02-28	u015960	tiktok	TikTok	none	lagos_nights_launch	Not applicable	Tablet	Canada	/weddings	1	60	Mozilla/5.0 (Linux; Android 13; SM-A536E) AppleWebKit/537.36 Chrome/120	True	False	Not applicable	0.0	False	False
S000162414	2025-02-28T19:35:53Z	2025-02-28	u044283	referral	Referral / Other	none	retarget_q4	Not applicable	Mobile	Nigeria	/	1	0	Mozilla/5.0 (compatible; bingbot/2.0)	False	False	Not applicable	0.0	True	False
